# extended ;1
# legs ;['blueleg']
# legs model ;['tetra']
# legs young modulus ;[35000.]
# legs poisson ratio ;[0.45]
# legs position on motor ;['counterclockwisedown', 'clockwisedown', 'counterclockwisedown', 'clockwisedown']
# connector ;bluepart
# connector type ;rigid
Target;Simulation;DepthCamera;Polhemus
[  24. -138.    8.];[  23.87779302 -138.01875852    7.95733704];[  20.55685519 -136.06393241    6.35814241];[0.0, 0.0, 0.0]
[  24. -138.   16.];[  23.87803808 -138.00402638   15.91724567];[  20.95480705 -136.47733335   13.01569756];[0.0, 0.0, 0.0]
[  24. -138.   24.];[  23.87567028 -137.97774449   23.87020934];[  21.17555102 -136.67277122   19.62968898];[0.0, 0.0, 0.0]
[  32. -138.   16.];[  31.81473351 -137.96609985   15.92315186];[  26.36822221 -136.56140543   12.70572925];[0.0, 0.0, 0.0]
[  32. -138.    8.];[  31.8209848  -137.98257157    7.96038514];[  26.29970905 -136.41196602    6.0553642 ];[0.0, 0.0, 0.0]
[  32. -138.    0.];[ 3.18191958e+01 -1.37987935e+02 -1.75446927e-04];[  26.85024334 -136.87873071    0.16281275];[0.0, 0.0, 0.0]
[  32. -138.   -8.];[  31.8165905  -137.9823195    -7.96020967];[  26.27407745 -136.80892592   -6.595141  ];[0.0, 0.0, 0.0]
[  32. -138.  -16.];[  31.81414684 -137.96517052  -15.91711057];[  26.43509236 -137.07440445  -13.04156356];[0.0, 0.0, 0.0]
[  32. -146.  -16.];[  31.74166772 -145.73097607  -15.88516298];[  26.24319603 -143.37398218  -14.549484  ];[0.0, 0.0, 0.0]
[  32. -146.   -8.];[  31.74789555 -145.75961972   -7.94819234];[  26.24707869 -143.03223939   -8.2763602 ];[0.0, 0.0, 0.0]
[  32. -146.    0.];[ 3.17473480e+01 -1.45765603e+02 -3.74150219e-03];[  26.46130084 -143.45323774   -0.62058214];[0.0, 0.0, 0.0]
[  32. -146.    8.];[  31.74602325 -145.75772562    7.94070576];[  25.7737746  -143.15071888    5.91827298];[0.0, 0.0, 0.0]
[  32. -146.   16.];[  31.73878487 -145.73030645   15.8795426 ];[  27.02013362 -144.13065555   13.33365705];[0.0, 0.0, 0.0]
[  24. -146.   24.];[  23.82823527 -145.75574856   23.81620656];[  21.03713855 -143.50795037   19.61481481];[0.0, 0.0, 0.0]
[  24. -146.   16.];[  23.8304318  -145.79917951   15.8927342 ];[  20.9913393  -142.67456271   13.40266451];[0.0, 0.0, 0.0]
[  24. -146.    8.];[  23.83341469 -145.82132287    7.9492471 ];[  20.67235846 -142.07733707    5.69639429];[0.0, 0.0, 0.0]
[  24. -146.    0.];[ 2.38337244e+01 -1.45827921e+02  1.41746721e-03];[  20.83576874 -142.15743162   -0.7224914 ];[0.0, 0.0, 0.0]
[  24. -146.   -8.];[  23.83431585 -145.82275354   -7.94698934];[  20.88965999 -142.21152919   -7.63595726];[0.0, 0.0, 0.0]
[  24. -146.  -16.];[  23.83068068 -145.80039211  -15.89062277];[  20.6252896  -142.28855053  -13.95218013];[0.0, 0.0, 0.0]
[  24. -146.  -24.];[  23.82218889 -145.75642669  -23.82104659];[  20.08872185 -142.67534302  -20.31829981];[0.0, 0.0, 0.0]
[  16. -146.  -32.];[  15.8893269  -145.73297683  -31.73571547];[  14.23399013 -143.52353546  -25.34761181];[0.0, 0.0, 0.0]
[  16. -146.  -24.];[  15.89135161 -145.80056943  -23.83389639];[  14.00864926 -142.43562321  -19.72335302];[0.0, 0.0, 0.0]
[  16. -146.  -16.];[  15.89558981 -145.83882635  -15.89909846];[  14.18110682 -141.36556072  -14.27591386];[0.0, 0.0, 0.0]
[  16. -146.   -8.];[  15.89784393 -145.85919171   -7.95340434];[  14.66368117 -141.14537299   -7.78938024];[0.0, 0.0, 0.0]
[  16. -146.    0.];[ 1.58975322e+01 -1.45864061e+02 -3.30185879e-03];[  14.58559653 -141.0286227    -0.9165004 ];[0.0, 0.0, 0.0]
[  16. -146.    8.];[  15.89775556 -145.85830153    7.94683642];[  14.9438339  -141.25563412    6.10899508];[0.0, 0.0, 0.0]
[  16. -146.   16.];[  15.89667222 -145.83888104   15.89332079];[  15.20011996 -141.80101429   12.88664453];[0.0, 0.0, 0.0]
[  16. -146.   24.];[  15.89340652 -145.8018927    23.82970784];[  14.55336726 -141.73793402   18.38601994];[0.0, 0.0, 0.0]
[  16. -146.   32.];[  15.88610614 -145.73684825   31.74262124];[  14.9015934  -143.41885451   25.23164671];[0.0, 0.0, 0.0]
[   8. -146.   32.];[   7.94850712 -145.76455465   31.75334332];[   7.4479188  -142.26473793   24.25617966];[0.0, 0.0, 0.0]
[   8. -146.   24.];[   7.94985993 -145.82547255   23.83882567];[   8.15922196 -142.45895714   19.45892003];[0.0, 0.0, 0.0]
[   8. -146.   16.];[   7.95121225 -145.86033734   15.90076913];[   7.67814008 -140.87605467   12.93151687];[0.0, 0.0, 0.0]
[   8. -146.    8.];[   7.95164169 -145.8790208     7.95325022];[   7.66856927 -140.19944405    5.90732485];[0.0, 0.0, 0.0]
[   8. -146.    0.];[ 7.95117627e+00 -1.45884170e+02  1.95666593e-03];[ 8.15768127e+00 -1.40945411e+02 -8.80038732e-02];[0.0, 0.0, 0.0]
[   8. -146.   -8.];[   7.95091551 -145.87895644   -7.94957357];[   7.77912414 -139.83826781   -8.07458233];[0.0, 0.0, 0.0]
[   8. -146.  -16.];[   7.94953035 -145.85933549  -15.89657302];[   8.30479289 -141.26455423  -13.66477184];[0.0, 0.0, 0.0]
[   8. -146.  -24.];[   7.94762312 -145.82386839  -23.83388449];[   7.97919471 -142.0589046   -19.23039686];[0.0, 0.0, 0.0]
[   8. -146.  -32.];[   7.94428447 -145.76258676  -31.74922858];[   8.11529845 -142.98133576  -24.89571686];[0.0, 0.0, 0.0]
[   0. -146.  -32.];[ 7.63449662e-04 -1.45771912e+02 -3.17548083e+01];[   1.39915547 -143.0992305   -24.58997835];[0.0, 0.0, 0.0]
[   0. -146.  -24.];[-1.16493471e-03 -1.45831713e+02 -2.38396721e+01];[   0.66573663 -141.52178429  -19.46265273];[0.0, 0.0, 0.0]
[   0. -146.  -16.];[-9.22250611e-04 -1.45866129e+02 -1.59014897e+01];[   1.55680681 -140.95689153  -13.38452816];[0.0, 0.0, 0.0]
[   0. -146.   -8.];[-5.90806564e-04 -1.45885062e+02 -7.95411135e+00];[   1.42996245 -140.15673611   -7.44619021];[0.0, 0.0, 0.0]
[   0. -146.    0.];[-2.22256274e-04 -1.45892313e+02 -2.56725081e-03];[   0.89667143 -139.82504491   -1.0463588 ];[0.0, 0.0, 0.0]
[   0. -146.    8.];[ 1.39408330e-04 -1.45885108e+02  7.94927600e+00];[   0.92600955 -140.27635961    6.20570248];[0.0, 0.0, 0.0]
[   0. -146.   16.];[ 4.65195920e-04 -1.45866194e+02  1.58969105e+01];[   0.96154933 -140.52930763   12.23898748];[0.0, 0.0, 0.0]
[   0. -146.   24.];[ 7.00605553e-04 -1.45831790e+02  2.38352552e+01];[   0.76192803 -141.42596073   17.49872801];[0.0, 0.0, 0.0]
[   0. -146.   32.];[ 7.61777620e-04 -1.45772039e+02  3.17520303e+01];[   0.68347616 -142.27972312   23.87974721];[0.0, 0.0, 0.0]
[  -8. -146.   32.];[  -7.94270222 -145.76284174   31.75165793];[  -5.29241175 -142.62686638   24.67873237];[0.0, 0.0, 0.0]
[  -8. -146.   24.];[  -7.94815489 -145.82406377   23.83790557];[  -6.28108937 -140.39609538   17.18619842];[0.0, 0.0, 0.0]
[  -8. -146.   16.];[  -7.95002756 -145.85945191   15.90071173];[  -5.15530718 -141.14477062   13.13719015];[0.0, 0.0, 0.0]
[  -8. -146.    8.];[  -7.95138435 -145.87901636    7.95394771];[  -5.61219596 -139.90234638    5.75027724];[0.0, 0.0, 0.0]
[  -8. -146.    0.];[-7.95162327e+00 -1.45884176e+02  2.70262058e-03];[  -6.22811697 -139.43032671   -1.69248409];[0.0, 0.0, 0.0]
[  -8. -146.   -8.];[  -7.95207432 -145.87899356   -7.94887133];[  -5.62703233 -139.85785096   -7.71903555];[0.0, 0.0, 0.0]
[  -8. -146.  -16.];[  -7.95162893 -145.86024156  -15.89660881];[  -5.36589329 -140.88853728  -13.4758839 ];[0.0, 0.0, 0.0]
[  -8. -146.  -24.];[  -7.95027663 -145.8253133   -23.83478469];[  -5.96788528 -141.40585975  -19.47562316];[0.0, 0.0, 0.0]
[  -8. -146.  -32.];[  -7.94702764 -145.76433465  -31.75084857];[  -5.08810307 -142.81203218  -24.86479138];[0.0, 0.0, 0.0]
[ -16. -146.  -32.];[ -15.88437956 -145.73683126  -31.74548199];[ -11.98949522 -142.46302273  -25.425334  ];[0.0, 0.0, 0.0]
[ -16. -146.  -24.];[ -15.8939869  -145.8019008   -23.83422553];[ -11.66833157 -141.67960093  -19.75014141];[0.0, 0.0, 0.0]
[ -16. -146.  -16.];[ -15.89721757 -145.83887899  -15.89797037];[ -11.87894856 -140.33131772  -14.1173131 ];[0.0, 0.0, 0.0]
[ -16. -146.   -8.];[ -15.89827485 -145.85831288   -7.95172803];[ -11.76442585 -140.5536241    -7.2858621 ];[0.0, 0.0, 0.0]
[ -16. -146.    0.];[-1.58980081e+01 -1.45864072e+02 -1.87247251e-03];[ -11.44105659 -140.05631525   -0.49269583];[0.0, 0.0, 0.0]
[ -16. -146.    8.];[ -15.89829312 -145.85923217    7.94850832];[ -11.41960405 -140.06565705    6.66700485];[0.0, 0.0, 0.0]
[ -16. -146.   16.];[ -15.89605304 -145.83893569   15.89446632];[ -11.65661629 -140.20974367   12.44523211];[0.0, 0.0, 0.0]
[ -16. -146.   24.];[ -15.89180052 -145.80069683   23.82941184];[ -11.7835009  -141.2588856    18.68679935];[0.0, 0.0, 0.0]
[ -16. -146.   32.];[ -15.8840434  -145.73403975   31.74005627];[ -11.48050641 -142.46723853   24.93877557];[0.0, 0.0, 0.0]
[ -24. -146.   24.];[ -23.81665986 -145.7559618    23.8285232 ];[ -18.09637443 -141.47283637   18.97018069];[0.0, 0.0, 0.0]
[ -24. -146.   16.];[ -23.83133315 -145.80057711   15.89490976];[ -17.74568574 -141.20363278   12.85116096];[0.0, 0.0, 0.0]
[ -24. -146.    8.];[ -23.83489736 -145.82286033    7.95148345];[ -17.58977576 -140.57151664    5.56807168];[0.0, 0.0, 0.0]
[ -24. -146.    0.];[-2.38342533e+01 -1.45827975e+02  3.35434489e-03];[ -16.94097919 -141.31615124   -0.90050607];[0.0, 0.0, 0.0]
[ -24. -146.   -8.];[ -23.83387425 -145.82131161   -7.9447216 ];[ -17.1821298  -141.18800405   -7.51642535];[0.0, 0.0, 0.0]
[ -24. -146.  -16.];[ -23.830856   -145.79912467  -15.88841032];[ -17.67428028 -141.33731126  -14.13516774];[0.0, 0.0, 0.0]
[ -24. -146.  -24.];[ -23.82355572 -145.75643733  -23.82010454];[ -17.86495614 -141.86587098  -20.19877859];[0.0, 0.0, 0.0]
[ -32. -146.  -16.];[ -31.73161091 -145.72949714  -15.88876404];[ -23.78305041 -142.10474762  -14.01608238];[0.0, 0.0, 0.0]
[ -32. -146.   -8.];[ -31.74670869 -145.75783787   -7.94585372];[ -23.21304135 -142.3471703    -7.17365493];[0.0, 0.0, 0.0]
[ -32. -146.    0.];[-3.17479579e+01 -1.45765706e+02 -1.64652851e-03];[ -23.20456122 -141.57146056   -0.86993253];[0.0, 0.0, 0.0]
[ -32. -146.    8.];[ -31.74844555 -145.7597373     7.94306557];[ -23.866721   -140.94456452    5.59013496];[0.0, 0.0, 0.0]
[ -32. -146.   16.];[ -31.74227946 -145.73362889   15.88232328];[ -23.66449623 -141.81862995   13.65441263];[0.0, 0.0, 0.0]
[ -32. -154.    0.];[ -31.55790583 -153.27725472    0.15799485];[ -24.39810642 -147.8841476     0.31328252];[0.0, 0.0, 0.0]
[ -24. -154.  -16.];[ -23.78545117 -153.46271187  -15.71484347];[ -18.90069872 -147.68350092  -13.85936654];[0.0, 0.0, 0.0]
[ -24. -154.   -8.];[ -23.75931728 -153.54317407   -7.92897913];[ -19.04551447 -147.31007856   -8.38527866];[0.0, 0.0, 0.0]
[ -24. -154.    0.];[-2.37616485e+01 -1.53554297e+02 -3.09831144e-03];[ -18.41785296 -147.86470044   -0.71958733];[0.0, 0.0, 0.0]
[ -24. -154.    8.];[ -23.76017227 -153.54405032    7.92305014];[ -18.90262166 -147.14775797    5.62896096];[0.0, 0.0, 0.0]
[ -24. -154.   16.];[ -23.75124143 -153.50374711   15.83892364];[ -18.25861017 -147.63375758   12.72392347];[0.0, 0.0, 0.0]
[ -16. -154.   24.];[ -15.85018412 -153.50312586   23.74265361];[ -12.42414705 -147.85304742   18.99311883];[0.0, 0.0, 0.0]
[ -16. -154.   16.];[ -15.85754724 -153.58755185   15.85875864];[ -12.34219881 -147.20437408   12.59854174];[0.0, 0.0, 0.0]
[ -16. -154.    8.];[ -15.86147894 -153.62012336    7.93463633];[ -12.31234857 -147.09521424    5.97270024];[0.0, 0.0, 0.0]
[ -16. -154.    0.];[-1.58619706e+01 -1.53628399e+02  2.42853884e-03];[ -11.81986552 -147.53377468   -0.44022303];[0.0, 0.0, 0.0]
[ -16. -154.   -8.];[ -15.86116645 -153.61979706   -7.9300331 ];[ -11.81602572 -147.57347402   -7.80209437];[0.0, 0.0, 0.0]
[ -16. -154.  -16.];[ -15.85675294 -153.58680532  -15.8544061 ];[ -12.03233346 -147.27634917  -14.58263459];[0.0, 0.0, 0.0]
[ -16. -154.  -24.];[ -15.84269881 -153.50519334  -23.74889136];[ -11.29139916 -148.84861239  -19.66778119];[0.0, 0.0, 0.0]
[  -8. -154.  -24.];[  -7.92915789 -153.54834044  -23.76241141];[  -4.53776475 -148.15599622  -20.05574486];[0.0, 0.0, 0.0]
[  -8. -154.  -16.];[  -7.93302468 -153.62199566  -15.86410914];[  -4.56780719 -147.65668258  -14.0681619 ];[0.0, 0.0, 0.0]
[  -8. -154.   -8.];[  -7.93651154 -153.6608807    -7.93868544];[  -5.0408698  -147.00806034   -7.64858452];[0.0, 0.0, 0.0]
[  -8. -154.    0.];[-7.93678812e+00 -1.53668611e+02 -2.63948013e-03];[  -5.41671074 -147.02049434   -0.991238  ];[0.0, 0.0, 0.0]
[  -8. -154.    8.];[  -7.93658754 -153.66110431    7.93362703];[  -5.00679427 -147.33243495    6.24886778];[0.0, 0.0, 0.0]
[  -8. -154.   16.];[  -7.93325218 -153.62218963   15.85905897];[  -5.42312256 -147.54696086   12.72963022];[0.0, 0.0, 0.0]
[  -8. -154.   24.];[  -7.92758749 -153.54796478   23.75861732];[  -5.42390069 -147.82897216   18.53523184];[0.0, 0.0, 0.0]
[   0. -154.   32.];[-1.05734420e-02 -1.53406498e+02  3.15856823e+01];[   2.1720365  -149.7073873    25.67338792];[0.0, 0.0, 0.0]
[   0. -154.   24.];[-6.05921513e-04 -1.53561512e+02  2.37670749e+01];[   1.89965748 -147.97859806   19.41806335];[0.0, 0.0, 0.0]
[   0. -154.   16.];[-3.46608520e-04 -1.53632838e+02  1.58653351e+01];[   2.12639598 -147.95820576   13.30359552];[0.0, 0.0, 0.0]
[   0. -154.    8.];[-2.74729486e-04 -1.53670646e+02  7.93908647e+00];[   2.04274572 -147.53316913    7.02521213];[0.0, 0.0, 0.0]
[   0. -154.    0.];[-2.64487972e-04 -1.53689895e+02  2.41362590e-03];[   1.38965952 -146.63496555   -1.08669912];[0.0, 0.0, 0.0]
[   0. -154.   -8.];[-2.76946824e-04 -1.53670469e+02 -7.93446494e+00];[   2.55595188 -147.82211229   -7.04638158];[0.0, 0.0, 0.0]
[   0. -154.  -16.];[-2.35337871e-04 -1.53632472e+02 -1.58607750e+01];[   2.34891865 -147.85322463  -13.92412045];[0.0, 0.0, 0.0]
[   0. -154.  -24.];[-3.19923740e-05 -1.53560859e+02 -2.37622884e+01];[   1.92905751 -148.18418633  -19.90891437];[0.0, 0.0, 0.0]
[   0. -154.  -32.];[ 7.26105256e-04 -1.53408891e+02 -3.15933079e+01];[   2.01036196 -149.32358693  -25.10238926];[0.0, 0.0, 0.0]
[   8. -154.  -24.];[   7.92142773 -153.5464751   -23.76633655];[   8.5996326  -147.97929184  -20.40628205];[0.0, 0.0, 0.0]
[   8. -154.  -16.];[   7.93266631 -153.62203299  -15.86395832];[   8.60338689 -147.71362909  -14.40042497];[0.0, 0.0, 0.0]
[   8. -154.   -8.];[   7.93604671 -153.66111966   -7.93869949];[   8.58650724 -147.33702532   -7.61769889];[0.0, 0.0, 0.0]
[   8. -154.    0.];[ 7.93623150e+00 -1.53668600e+02 -2.64874126e-03];[   8.84893058 -147.655391     -0.85497321];[0.0, 0.0, 0.0]
[   8. -154.    8.];[   7.93596986 -153.66100516    7.93364786];[   8.17904268 -147.19792489    5.83685865];[0.0, 0.0, 0.0]
[   8. -154.   16.];[   7.93243948 -153.62206952   15.85920888];[   9.29006967 -148.77537139   13.17832346];[0.0, 0.0, 0.0]
[   8. -154.   24.];[   7.92629534 -153.54840436   23.75930569];[   7.82823256 -147.84564721   17.88889472];[0.0, 0.0, 0.0]
[  16. -154.   24.];[  15.83928972 -153.50548887   23.75185338];[  15.81357161 -149.80816354   19.28630073];[0.0, 0.0, 0.0]
[  16. -154.   16.];[  15.85628154 -153.58719673   15.85920353];[  15.39131674 -148.94373987   13.00601516];[0.0, 0.0, 0.0]
[  16. -154.    8.];[  15.86060456 -153.61987602    7.93481785];[  15.96187916 -149.22161505    6.9009442 ];[0.0, 0.0, 0.0]
[  16. -154.    0.];[ 1.58613560e+01 -1.53628335e+02  2.52637126e-03];[  14.65341612 -147.57983113   -1.30665387];[0.0, 0.0, 0.0]
[  16. -154.   -8.];[  15.86080303 -153.61990764   -7.92988369];[  14.91696422 -148.03072537   -7.56232343];[0.0, 0.0, 0.0]
[  16. -154.  -16.];[  15.85674303 -153.58702467  -15.85401909];[  15.15806321 -148.40731224  -13.72929303];[0.0, 0.0, 0.0]
[  16. -154.  -24.];[  15.84307429 -153.50439741  -23.7475115 ];[  14.92030198 -148.84167194  -20.1729162 ];[0.0, 0.0, 0.0]
[  24. -154.  -16.];[  23.74242718 -153.50154456  -15.84853011];[  20.32660828 -148.34893164  -14.78912943];[0.0, 0.0, 0.0]
[  24. -154.   -8.];[  23.75951283 -153.54394174   -7.92850457];[  20.91956708 -148.74856534   -8.08399884];[0.0, 0.0, 0.0]
[  24. -154.    0.];[ 2.37609170e+01 -1.53554108e+02 -2.54011217e-03];[  21.57699146 -149.23858224   -0.35906253];[0.0, 0.0, 0.0]
[  24. -154.    8.];[  23.75845475 -153.54283442    7.92359496];[  20.08658171 -147.753946      5.11053771];[0.0, 0.0, 0.0]
[  24. -154.   16.];[  23.74857157 -153.50185491   15.83964566];[  20.91038669 -149.27343831   12.5648222 ];[0.0, 0.0, 0.0]
[  32. -154.    0.];[ 3.14797001e+01 -1.53348961e+02  1.50813115e-01];[  26.8452759  -150.1668607     0.17763525];[0.0, 0.0, 0.0]
[  24. -162.    0.];[ 2.35793863e+01 -1.61032104e+02  3.21949737e-03];[  21.99531849 -157.09006162   -0.33006021];[0.0, 0.0, 0.0]
[  16. -162.  -16.];[  15.8109831  -161.087787    -15.60073857];[  15.00544139 -155.48571001  -13.05473434];[0.0, 0.0, 0.0]
[  16. -162.   -8.];[  15.78369467 -161.26301986   -7.89818972];[  14.50398489 -155.3286973    -7.93771064];[0.0, 0.0, 0.0]
[  16. -162.    0.];[ 1.57873291e+01 -1.61285325e+02 -1.99150138e-03];[  14.91460099 -155.77923766   -0.97572699];[0.0, 0.0, 0.0]
[  16. -162.    8.];[  15.78265321 -161.26391024    7.89468733];[  15.48653726 -156.43086762    6.41563079];[0.0, 0.0, 0.0]
[  16. -162.   16.];[  15.76088601 -161.16583918   15.76059318];[  15.1335141  -156.57666875   13.00951121];[0.0, 0.0, 0.0]
[   8. -162.   16.];[   7.89796488 -161.26501435   15.78473423];[   8.73210021 -156.17595709   12.92546233];[0.0, 0.0, 0.0]
[   8. -162.    8.];[   7.90756547 -161.37148753    7.91156246];[   8.70483714 -155.65408986    6.30902104];[0.0, 0.0, 0.0]
[   8. -162.    0.];[ 7.90969832e+00 -1.61390055e+02  3.24925564e-03];[   9.04883817 -155.99740522   -0.271623  ];[0.0, 0.0, 0.0]
[   8. -162.   -8.];[   7.90854684 -161.37131892   -7.90504228];[   8.53331927 -155.46048983   -7.0721218 ];[0.0, 0.0, 0.0]
[   8. -162.  -16.];[   7.89793001 -161.26613581  -15.78047311];[   8.20068561 -154.95761954  -13.76060578];[0.0, 0.0, 0.0]
[   0. -162.  -24.];[ 1.42726149e-02 -1.61051522e+02 -2.35582453e+01];[   1.77567963 -155.93453484  -19.77312079];[0.0, 0.0, 0.0]
[   0. -162.  -16.];[ 8.17588753e-04 -1.61289773e+02 -1.57916915e+01];[   2.14387682 -155.56434056  -13.8932769 ];[0.0, 0.0, 0.0]
[   0. -162.   -8.];[ 1.03870545e-04 -1.61392027e+02 -7.91309519e+00];[   1.56749894 -154.57817594   -8.05538397];[0.0, 0.0, 0.0]
[   0. -162.    0.];[-3.33961338e-04 -1.61446249e+02 -2.87932457e-03];[   1.82070203 -154.8070943    -1.214197  ];[0.0, 0.0, 0.0]
[   0. -162.    8.];[-8.22854746e-04 -1.61392364e+02  7.90741333e+00];[   1.26844924 -154.24626852    5.00522463];[0.0, 0.0, 0.0]
[   0. -162.   16.];[-1.60078221e-03 -1.61289726e+02  1.57856632e+01];[   2.20183484 -155.79145944   13.15914054];[0.0, 0.0, 0.0]
[   0. -162.   24.];[-3.59133724e-03 -1.61058463e+02  2.35679396e+01];[   2.1012027  -156.61046953   19.64866194];[0.0, 0.0, 0.0]
[  -8. -162.   16.];[  -7.89158297 -161.26392168   15.79009546];[  -3.99197487 -156.4055947    13.64862474];[0.0, 0.0, 0.0]
[  -8. -162.    8.];[  -7.90946022 -161.3721888     7.91065297];[  -5.47243334 -154.33489957    5.50884509];[0.0, 0.0, 0.0]
[  -8. -162.    0.];[-7.91052200e+00 -1.61390387e+02  2.32717350e-03];[  -5.43473391 -153.99647807   -1.29741   ];[0.0, 0.0, 0.0]
[  -8. -162.   -8.];[  -7.90829938 -161.37108233   -7.90598711];[  -5.2018174  -154.7040988    -7.63245249];[0.0, 0.0, 0.0]
[  -8. -162.  -16.];[  -7.8959542  -161.26411869  -15.78110464];[  -5.03128498 -155.30700513  -13.85142151];[0.0, 0.0, 0.0]
[ -16. -162.  -16.];[ -15.75780887 -161.16559856  -15.76454785];[ -12.1373678  -155.45193398  -13.99514989];[0.0, 0.0, 0.0]
[ -16. -162.   -8.];[ -15.78377791 -161.26491483   -7.90120011];[ -11.78832805 -154.76667489   -7.95672158];[0.0, 0.0, 0.0]
[ -16. -162.    0.];[-1.57883376e+01 -1.61285984e+02 -4.40284641e-03];[ -11.59089651 -155.1324274    -1.09039701];[0.0, 0.0, 0.0]
[ -16. -162.    8.];[ -15.7845999  -161.26341834    7.89202941];[ -11.33139476 -155.76949133    6.14780336];[0.0, 0.0, 0.0]
[ -16. -162.   16.];[ -15.76526916 -161.16727925   15.75788904];[ -11.7283978  -155.74280201   12.84582193];[0.0, 0.0, 0.0]
[ -24. -162.    0.];[ -23.45439475 -160.96815749    0.16160957];[ -18.1115118  -154.49920017   -0.81437694];[0.0, 0.0, 0.0]
[   0. -170.    0.];[-2.14562373e+00 -1.67211399e+02  1.25091191e-02];[  -3.2223019  -159.10295615   -1.39574594];[0.0, 0.0, 0.0]
